['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.8695692109855792, 0.9897873401641846]
['UV', 8, 'CV', 180, 'strip', 'fmt', 'V2', 'V0', 0.9345836459114779, 1.2572381496429443]
['BV', 57, 'UV', 36, 'svn', 'objdump', 'V2', 'V3', 0.5423177083333334, 4.9718663692474365]
['BV', 73, 'CV', 69, 'geany', 'csplit', 'V0', 'V2', 0.9326000879894413, 17.983996152877808]
['CV', 127, 'UV', 18, 'ls', 'ar', 'V3', 'V2', 0.6831417052411528, 1.9443938732147217]
['UV', 80, 'CV', 201, 'objcopy', 'expr', 'V0', 'V0', 0.8266437177280551, 1.3550293445587158]
['CV', 264, 'BV', 18, 'test', 'sort', 'V1', 'V3', 0.6412625096227867, 0.08405208587646484]
['CV', 175, 'UV', 6, 'stat', 'sdiff', 'V0', 'V2', 0.32421875, 0.03758955001831055]
['BV', 38, 'UV', 16, 'ruby', 'gprof', 'V2', 'V2', 0.9840734008482646, 1.0396230220794678]
['UV', 57, 'CV', 101, 'strings', 'dirname', 'V1', 'V3', 0.8978829389788294, 0.9875853061676025]
['BV', 26, 'CV', 86, 'geany', 'ln', 'V2', 'V2', 0.9671329975750793, 23.93642234802246]
['BV', 10, 'CV', 73, 'gvmap', 'shred', 'V2', 'V2', 0.5205194805194805, 0.15876531600952148]
['BV', 66, 'CV', 94, 'lua', 'dir', 'V1', 'V3', 0.4850196463654224, 0.5290088653564453]
['CV', 72, 'UV', 32, 'id', 'addr2line', 'V2', 'V3', 0.8959317108608791, 1.129530906677246]
['CV', 147, 'UV', 80, 'hostid', 'objcopy', 'V3', 'V0', 0.9171905484500326, 1.4336564540863037]
['UV', 0, 'CV', 332, 'locate', '[', 'V2', 'V1', 0.45672291780076213, 0.049599409103393555]
['UV', 16, 'CV', 59, 'gprof', 'head', 'V2', 'V2', 0.8918785077583361, 1.1049139499664307]
['CV', 149, 'BV', 71, 'unexpand', 'ruby', 'V3', 'V1', 0.7714285714285715, 0.01058340072631836]
['CV', 42, 'BV', 0, 'dircolors', 'bash', 'V2', 'V2', 0.9511737927340891, 2.9595978260040283]
['CV', 118, 'BV', 16, 'sha1sum', 'libvlc.so', 'V3', 'V3', 0.72849511880641, 0.46502685546875]
['UV', 41, 'CV', 116, 'cmp', 'tail', 'V3', 'V3', 0.23892002037697402, 0.05014538764953613]
['BV', 22, 'CV', 340, 'cmp', 'fold', 'V3', 'V1', 0.2874149659863945, 0.024401426315307617]
['UV', 67, 'BV', 32, 'cmp', 'perl', 'V0', 'V0', 0.9375389861521187, 2.789249897003174]
['BV', 44, 'UV', 63, 'make', 'elfedit', 'V0', 'V1', 0.7159211363154547, 0.259260892868042]
['UV', 73, 'CV', 203, 'nm', 'tail', 'V0', 'V0', 0.8690830403029484, 0.9853367805480957]
['CV', 337, 'BV', 31, 'comm', 'codeblocks', 'V1', 'V0', 0.9740806380150643, 12.32237982749939]
['BV', 52, 'CV', 4, 'libSDL2-2.0.so', 'basename', 'V2', 'V2', 0.9492655484946348, 4.464014768600464]
['UV', 35, 'CV', 187, 'size', 'join', 'V3', 'V0', 0.8899115683089694, 1.015805721282959]
['UV', 58, 'CV', 203, 'objcopy', 'tail', 'V1', 'V0', 0.900096325856612, 1.402540922164917]
['CV', 38, 'UV', 87, 'split', 'objdump', 'V2', 'V0', 0.8741168914579319, 1.902036428451538]
['UV', 20, 'CV', 145, 'size', 'readlink', 'V2', 'V3', 0.8605260858166565, 1.080162763595581]
['CV', 292, 'UV', 18, 'sha1sum', 'ar', 'V1', 'V2', 0.9172625127681308, 1.231396198272705]
['CV', 190, 'BV', 63, 'dd', 'ruby', 'V0', 'V0', 0.9689567227225632, 12.42875862121582]
['BV', 28, 'CV', 294, 'openssl', 'sync', 'V1', 'V1', 0.9842259311392632, 7.1406409740448]
['CV', 96, 'BV', 76, 'users', 'diff', 'V3', 'V2', 0.537030657940062, 0.10376238822937012]
['BV', 48, 'CV', 153, 'gvmap', 'link', 'V3', 'V3', 0.6661919681002564, 0.1241445541381836]
['CV', 94, 'UV', 63, 'dir', 'elfedit', 'V3', 'V1', 0.5224839400428265, 0.09651017189025879]
['UV', 40, 'CV', 15, 'diff3', 'uptime', 'V3', 'V2', 0.2344213649851632, 0.039522409439086914]
['CV', 235, 'UV', 46, 'ginstall', 'diff', 'V0', 'V1', 0.3778586278586278, 0.15292096138000488]
['BV', 21, 'CV', 219, 'cp', 'cp', 'V1', 'V0', 0.029569892473118253, 0.06434202194213867]
['BV', 11, 'CV', 300, 'bash', 'whoami', 'V1', 'V1', 0.9648310092176791, 2.499340057373047]
['CV', 113, 'UV', 66, 'date', 'diff3', 'V3', 'V0', 0.10491493383742911, 0.052878379821777344]
['CV', 106, 'UV', 26, 'pr', 'ranlib', 'V3', 'V3', 0.8126888217522659, 1.4779839515686035]
['BV', 14, 'CV', 320, 'openssl', 'head', 'V3', 'V1', 0.9429554698091563, 6.354363679885864]
['BV', 63, 'CV', 74, 'ruby', 'pathchk', 'V0', 'V2', 0.9796462127131037, 10.681294679641724]
['UV', 71, 'CV', 270, 'xargs', 'users', 'V0', 'V1', 0.16603773584905657, 0.02185845375061035]
['UV', 54, 'CV', 133, 'as', 'cut', 'V1', 'V3', 0.9127589967284624, 1.8487749099731445]
['CV', 230, 'UV', 61, 'yes', 'addr2line', 'V0', 'V1', 0.93738123246765, 1.0617659091949463]
['BV', 8, 'CV', 15, 'cluster', 'uptime', 'V2', 'V2', 0.6221959858323495, 0.1276836395263672]
['CV', 244, 'BV', 24, 'vdir', 'git', 'V0', 'V0', 0.9302009849594037, 5.70974326133728]
['BV', 46, 'CV', 301, 'cluster', 'ls', 'V3', 'V1', 0.37001711910002444, 0.1991891860961914]
['UV', 17, 'CV', 137, 'addr2line', 'cksum', 'V2', 'V3', 0.8874466571834992, 1.0211045742034912]
['CV', 71, 'BV', 22, '[', 'cmp', 'V2', 'V3', 0.16934306569343072, 0.0287017822265625]
['UV', 29, 'BV', 45, 'objcopy', 'svn', 'V3', 'V3', 0.32844666250779786, 3.5495173931121826]
['BV', 32, 'CV', 309, 'perl', 'df', 'V0', 'V1', 0.9397976601856863, 2.29215145111084]
['CV', 79, 'BV', 21, 'fold', 'cp', 'V2', 'V1', 0.3618302227573751, 0.04047250747680664]
['UV', 66, 'CV', 261, 'diff3', 'touch', 'V0', 'V1', 0.22536095417451352, 0.03794384002685547]
['CV', 332, 'UV', 7, '[', 'nm', 'V1', 'V2', 0.911067892503536, 1.173337459564209]
['CV', 314, 'BV', 10, 'tty', 'gvmap', 'V1', 'V2', 0.7802197802197802, 0.1240835189819336]
['CV', 152, 'UV', 26, 'env', 'ranlib', 'V3', 'V3', 0.8893617021276595, 1.2652411460876465]
['CV', 250, 'UV', 64, 'comm', 'size', 'V0', 'V1', 0.9186773905272565, 1.0840530395507812]
['CV', 135, 'BV', 63, 'df', 'ruby', 'V3', 'V0', 0.9425976527944327, 15.071336507797241]
['BV', 27, 'CV', 252, 'libSDL2-2.0.so', 'rm', 'V1', 'V0', 0.916598349456195, 4.187739849090576]
['CV', 134, 'UV', 33, 'od', 'ar', 'V3', 'V3', 0.8216278306531014, 1.3953053951263428]
['CV', 183, 'UV', 37, 'users', 'locate', 'V0', 'V3', 0.6562869530942057, 0.10375165939331055]
['CV', 23, 'BV', 66, 'wc', 'lua', 'V2', 'V1', 0.7954307899059281, 0.4067857265472412]
['CV', 329, 'UV', 60, 'cat', 'gprof', 'V1', 'V1', 0.9303855441752019, 1.1773955821990967]
['UV', 4, 'CV', 59, 'cmp', 'head', 'V2', 'V2', 0.1422505307855626, 0.029346704483032227]
['CV', 188, 'UV', 66, 'dirname', 'diff3', 'V0', 'V0', 0.4624624624624625, 0.026624441146850586]
['BV', 2, 'CV', 135, 'cmp', 'df', 'V1', 'V3', 0.32247851650836723, 0.06400680541992188]
['UV', 38, 'CV', 338, 'xargs', 'nl', 'V3', 'V1', 0.20095503382411462, 0.08614230155944824]
['CV', 26, 'BV', 6, 'date', 'libvlc.so', 'V2', 'V0', 0.6699383702351062, 0.3216383457183838]
['BV', 13, 'CV', 253, 'cp', 'fold', 'V2', 'V0', 0.6133584195672624, 0.056925296783447266]
['CV', 28, 'UV', 74, 'chown', 'strip', 'V2', 'V0', 0.8553846153846154, 1.6115765571594238]
['CV', 209, 'UV', 84, 'sum', 'ar', 'V0', 'V0', 0.9139347883714766, 1.1350195407867432]
['CV', 75, 'BV', 0, 'tr', 'bash', 'V2', 'V2', 0.93991835285765, 3.115844249725342]
['CV', 292, 'BV', 26, 'sha1sum', 'geany', 'V1', 'V2', 0.9817344733627736, 27.245543718338013]
['UV', 71, 'BV', 36, 'xargs', 'libvlc.so', 'V0', 'V2', 0.7702932828760644, 0.4442863464355469]
['UV', 82, 'CV', 299, 'gprof', 'split', 'V0', 'V1', 0.9090752242926156, 0.9852874279022217]
['CV', 224, 'UV', 46, 'cksum', 'diff', 'V0', 'V1', 0.7547484171942686, 0.0906376838684082]
['CV', 59, 'BV', 8, 'head', 'cluster', 'V2', 'V2', 0.6208419193405946, 0.13501930236816406]
['CV', 189, 'UV', 57, 'uptime', 'strings', 'V0', 'V1', 0.9133709981167608, 1.113983154296875]
['BV', 55, 'CV', 219, 'codeblocks', 'cp', 'V3', 'V0', 0.9430495232710545, 12.68450665473938]
['BV', 60, 'CV', 162, 'codeblocks', 'tr', 'V1', 'V3', 0.9578036534558274, 11.27245283126831]
['UV', 36, 'BV', 2, 'objdump', 'cmp', 'V3', 'V1', 0.9133494865582092, 1.9991693496704102]
['CV', 292, 'UV', 11, 'sha1sum', 'ranlib', 'V1', 'V2', 0.9172625127681308, 1.2316246032714844]
['UV', 55, 'CV', 19, 'ranlib', 'pr', 'V1', 'V2', 0.8577974144984454, 1.135981559753418]
['UV', 19, 'BV', 79, 'elfedit', 'bash', 'V2', 'V3', 0.9424202298065012, 3.421713352203369]
['CV', 320, 'UV', 61, 'head', 'addr2line', 'V1', 'V1', 0.9027728403839318, 1.1082732677459717]
['CV', 101, 'BV', 17, 'dirname', 'codeblocks', 'V3', 'V2', 0.9695272476309293, 13.166359186172485]
['BV', 76, 'CV', 157, 'diff', 'vdir', 'V2', 'V3', 0.07635863334097681, 0.20114707946777344]
['UV', 11, 'BV', 13, 'ranlib', 'cp', 'V2', 'V2', 0.7366109270247361, 1.4050657749176025]
['CV', 146, 'UV', 15, 'head', 'ld', 'V3', 'V2', 0.9029967505114935, 2.095421552658081]
['CV', 239, 'BV', 79, 'env', 'bash', 'V0', 'V3', 0.9695945945945946, 3.058051824569702]
['CV', 35, 'UV', 10, 'sum', 'as', 'V2', 'V2', 0.9281154753004773, 2.195162773132324]
['CV', 261, 'UV', 50, 'touch', 'find', 'V1', 'V1', 0.6974133723767691, 0.21170973777770996]
['CV', 178, 'BV', 65, 'basename', 'ssh', 'V0', 'V1', 0.9760701044826424, 4.439523696899414]
['UV', 57, 'CV', 105, 'strings', 'pwd', 'V1', 'V3', 0.8751977500439444, 1.0268604755401611]
['UV', 40, 'BV', 59, 'diff3', 'make', 'V3', 'V1', 0.6196071231870754, 0.2839207649230957]
['CV', 152, 'UV', 13, 'env', 'strings', 'V3', 'V2', 0.884052800570817, 1.1797566413879395]
['BV', 57, 'CV', 281, 'svn', 'tee', 'V2', 'V1', 0.838655462184874, 0.3969273567199707]
['CV', 23, 'UV', 24, 'wc', 'readelf', 'V2', 'V3', 0.7864713216957606, 0.3128197193145752]
['BV', 51, 'CV', 67, 'cp', 'uname', 'V0', 'V2', 0.405166981726528, 0.03499126434326172]
['CV', 119, 'UV', 70, 'paste', 'locate', 'V3', 'V0', 0.41800356506238856, 0.06638145446777344]
['UV', 33, 'CV', 22, 'ar', 'kill', 'V3', 'V2', 0.9068888507129359, 1.1060435771942139]
['UV', 37, 'CV', 4, 'locate', 'basename', 'V3', 'V2', 0.6289137997680712, 0.09382247924804688]
['UV', 46, 'CV', 83, 'diff', 'tac', 'V1', 'V2', 0.3254467656682607, 0.13266444206237793]
['BV', 39, 'CV', 46, 'svn', 'cut', 'V1', 'V2', 0.7563325008919015, 0.41762375831604004]
['BV', 13, 'CV', 141, 'cp', 'false', 'V2', 'V3', 0.519222271321255, 0.06194257736206055]
['CV', 142, 'UV', 59, 'nohup', 'ld', 'V3', 'V1', 0.9163932434074614, 2.056333065032959]
['CV', 8, 'UV', 0, 'du', 'locate', 'V2', 'V2', 0.1136516476126429, 0.10616850852966309]
['CV', 143, 'UV', 20, 'yes', 'size', 'V3', 'V2', 0.895477207977208, 1.1604397296905518]
['CV', 65, 'BV', 22, 'env', 'cmp', 'V2', 'V3', 0.2522596548890714, 0.024709463119506836]
['BV', 63, 'CV', 276, 'ruby', 'uptime', 'V0', 'V1', 0.9804793971460638, 10.682934761047363]
['BV', 58, 'UV', 67, 'ruby', 'cmp', 'V3', 'V0', 0.7817319098457889, 0.013348102569580078]
['BV', 27, 'CV', 109, 'libSDL2-2.0.so', 'kill', 'V1', 'V3', 0.9271308457438039, 4.1451194286346436]
['UV', 29, 'CV', 256, 'objcopy', 'sort', 'V3', 'V0', 0.8646384479717814, 1.3453197479248047]
['BV', 82, 'CV', 252, 'gvmap', 'rm', 'V1', 'V0', 0.5889070146818923, 0.1402268409729004]
['CV', 174, 'BV', 32, 'touch', 'perl', 'V0', 'V0', 0.9493745031588636, 2.6543257236480713]
['BV', 51, 'CV', 218, 'cp', 'true', 'V0', 'V0', 0.5507347795661302, 0.03052353858947754]
['CV', 218, 'UV', 74, 'true', 'strip', 'V0', 'V0', 0.9527489512033561, 1.3397564888000488]
['UV', 52, 'BV', 15, 'strip', 'libvlccore.so', 'V1', 'V3', 0.2202009549755397, 13.213527202606201]
['BV', 48, 'CV', 289, 'gvmap', 'chown', 'V3', 'V1', 0.5591771306438685, 0.15044260025024414]
['CV', 121, 'BV', 81, 'echo', 'dot', 'V3', 'V1', 0.47103274559193953, 0.013386964797973633]
['CV', 241, 'UV', 84, 'uname', 'ar', 'V0', 'V0', 0.9368684610569614, 1.110680341720581]
['CV', 169, 'UV', 82, 'sort', 'gprof', 'V3', 'V0', 0.6815943017352428, 1.681962251663208]
['BV', 75, 'CV', 130, 'cmp', 'chmod', 'V2', 'V3', 0.19420600858369097, 0.04480552673339844]
['CV', 188, 'BV', 40, 'dirname', 'lua', 'V0', 'V2', 0.8937712679390443, 0.37586331367492676]
['CV', 272, 'UV', 8, 'printenv', 'strip', 'V1', 'V2', 0.9472929094616024, 1.3718559741973877]
['CV', 73, 'BV', 19, 'shred', 'cp', 'V2', 'V3', 0.3762508338892595, 0.11148524284362793]
['CV', 335, 'UV', 30, 'pathchk', 'ld', 'V1', 'V3', 0.9520834596955177, 2.1754488945007324]
['BV', 0, 'CV', 227, 'bash', 'tty', 'V2', 'V0', 0.9684812463415733, 2.599839448928833]
['CV', 225, 'UV', 23, 'printf', 'strip', 'V0', 'V3', 0.9232926551959373, 1.4632389545440674]
['UV', 23, 'CV', 223, 'strip', 'tsort', 'V3', 'V0', 0.9350263097689316, 1.252537488937378]
['BV', 42, 'UV', 85, 'libvlc.so', 'elfedit', 'V1', 'V0', 0.7151858853182105, 0.27677154541015625]
['CV', 257, 'BV', 83, 'tac', 'git', 'V0', 'V2', 0.9526438569206843, 9.236696481704712]
['CV', 233, 'UV', 29, 'head', 'objcopy', 'V0', 'V3', 0.9189291386220979, 1.4165706634521484]
['UV', 46, 'CV', 299, 'diff', 'split', 'V1', 'V1', 0.6664556962025316, 0.09195184707641602]
['UV', 2, 'CV', 298, 'find', 'seq', 'V2', 'V1', 0.7790967741935484, 0.1566305160522461]
['BV', 50, 'CV', 83, 'sort', 'tac', 'V0', 'V2', 0.21185316231755857, 0.05532407760620117]
['CV', 283, 'UV', 50, 'kill', 'find', 'V1', 'V1', 0.7749425873947435, 0.17639780044555664]
['BV', 66, 'CV', 303, 'lua', 'dircolors', 'V1', 'V1', 0.848424289008455, 0.33084654808044434]
['CV', 69, 'BV', 46, 'csplit', 'cluster', 'V2', 'V3', 0.29714553111839026, 0.18506169319152832]
['UV', 19, 'CV', 269, 'elfedit', 'du', 'V2', 'V1', 0.2727272727272727, 0.04782676696777344]
['BV', 14, 'CV', 245, 'openssl', '[', 'V3', 'V0', 0.9491552021760736, 6.306806325912476]
['CV', 347, 'BV', 75, 'ln', 'cmp', 'V1', 'V2', 0.12417340191035997, 0.03142356872558594]
['UV', 71, 'CV', 267, 'xargs', 'fmt', 'V0', 'V1', 0.16147308781869685, 0.02227330207824707]
['CV', 306, 'BV', 67, 'cp', 'cluster', 'V1', 'V0', 0.3876404494382022, 0.15454936027526855]
['UV', 30, 'CV', 179, 'ld', 'mkdir', 'V3', 'V0', 0.9349485961642517, 2.087980031967163]
['CV', 65, 'UV', 63, 'env', 'elfedit', 'V2', 'V1', 0.21800529567519855, 0.02260112762451172]
['CV', 55, 'BV', 62, 'nohup', 'diff', 'V2', 'V0', 0.37041156840934364, 0.04692244529724121]
['CV', 314, 'BV', 37, 'tty', 'geany', 'V1', 'V1', 0.9858103061986557, 24.05931854248047]
['BV', 28, 'CV', 17, 'openssl', 'mkfifo', 'V1', 'V2', 0.9778624084096122, 7.122213840484619]
['BV', 61, 'CV', 2, 'cmp', 'unlink', 'V0', 'V2', 0.19903498190591074, 0.013224124908447266]
['UV', 46, 'CV', 39, 'diff', 'whoami', 'V1', 'V2', 0.6878205128205128, 0.08697366714477539]
['BV', 15, 'CV', 341, 'libvlccore.so', 'uniq', 'V3', 'V1', 0.9470357245474571, 3.774756669998169]
['CV', 233, 'UV', 82, 'head', 'gprof', 'V0', 'V0', 0.9075941729161279, 1.1219029426574707]
['BV', 66, 'CV', 111, 'lua', 'factor', 'V1', 'V3', 0.7109530583214794, 0.37071728706359863]
['UV', 39, 'CV', 343, 'find', 'sort', 'V3', 'V1', 0.6423006795955578, 0.39061641693115234]
['CV', 347, 'BV', 24, 'ln', 'git', 'V1', 'V0', 0.9672789429416393, 4.664674282073975]
['CV', 20, 'UV', 51, 'tee', 'nm', 'V2', 'V1', 0.9068708971553611, 1.1548292636871338]
['BV', 78, 'CV', 31, 'make', 'sha1sum', 'V2', 'V2', 0.7706729820406553, 0.21661925315856934]
['UV', 24, 'CV', 37, 'readelf', 'seq', 'V3', 'V2', 0.8056080655324511, 0.2538416385650635]
['BV', 65, 'CV', 108, 'ssh', 'chgrp', 'V1', 'V3', 0.9211612818664395, 4.179295539855957]
['CV', 345, 'BV', 56, 'rmdir', 'ssh', 'V1', 'V3', 0.9494761967908766, 1.5786974430084229]
['CV', 309, 'BV', 48, 'df', 'gvmap', 'V1', 'V3', 0.6032967032967033, 0.15417790412902832]
['BV', 45, 'CV', 42, 'svn', 'dircolors', 'V3', 'V2', 0.84695603156708, 0.6358606815338135]
['CV', 123, 'BV', 56, 'chroot', 'ssh', 'V3', 'V3', 0.8997286471120299, 1.8412721157073975]
['CV', 135, 'UV', 10, 'df', 'as', 'V3', 'V2', 0.8397717295873574, 2.669386386871338]
['CV', 5, 'UV', 71, 'mkdir', 'xargs', 'V2', 'V0', 0.14470842332613387, 0.03187227249145508]
['CV', 153, 'UV', 8, 'link', 'strip', 'V3', 'V2', 0.9119217081850534, 1.4476447105407715]
['CV', 95, 'UV', 7, 'du', 'nm', 'V3', 'V2', 0.7078988941548183, 1.6616182327270508]
['BV', 32, 'CV', 307, 'perl', 'cut', 'V0', 'V1', 0.9576470588235294, 2.211500644683838]
['BV', 51, 'CV', 266, 'cp', 'mkdir', 'V0', 'V1', 0.3143534994068802, 0.04328656196594238]
['UV', 37, 'BV', 40, 'locate', 'lua', 'V3', 'V2', 0.5063529411764706, 0.7160224914550781]
['CV', 47, 'UV', 20, 'od', 'size', 'V2', 'V2', 0.8472885032537961, 1.2904329299926758]
['UV', 2, 'CV', 4, 'find', 'basename', 'V2', 'V2', 0.7524148449415353, 0.15884041786193848]
['UV', 44, 'CV', 324, 'diff3', 'mv', 'V1', 'V1', 0.15000000000000002, 0.0700080394744873]
['CV', 99, 'BV', 56, 'stty', 'ssh', 'V3', 'V3', 0.8859598486306203, 1.9010546207427979]
['CV', 247, 'UV', 83, 'shred', 'addr2line', 'V0', 'V0', 0.8693975018368847, 1.1046011447906494]
['UV', 78, 'BV', 34, 'c++filt', 'svn', 'V0', 'V0', 0.3767868134874496, 2.0386366844177246]
['UV', 50, 'CV', 337, 'find', 'comm', 'V1', 'V1', 0.7627977698935631, 0.15728020668029785]
['UV', 74, 'CV', 305, 'strip', 'true', 'V0', 'V1', 0.951169289601412, 1.195101261138916]
['BV', 59, 'CV', 106, 'make', 'pr', 'V1', 'V3', 0.5884788478847884, 0.25197386741638184]
['UV', 45, 'BV', 28, 'cmp', 'openssl', 'V1', 'V1', 0.9666932412082558, 8.4270601272583]
['BV', 73, 'CV', 22, 'geany', 'kill', 'V0', 'V2', 0.9756240161906904, 16.660419940948486]
['BV', 66, 'CV', 75, 'lua', 'tr', 'V1', 'V2', 0.7975781133203768, 0.34032583236694336]
['UV', 39, 'CV', 58, 'find', 'readlink', 'V3', 'V2', 0.7682095443128812, 0.3158283233642578]
['CV', 137, 'UV', 5, 'cksum', 'diff', 'V3', 'V2', 0.5590496156533893, 0.09783220291137695]
['UV', 79, 'CV', 255, 'strings', 'sleep', 'V0', 'V0', 0.9262287289666318, 0.8758692741394043]
['UV', 45, 'BV', 8, 'cmp', 'cluster', 'V1', 'V2', 0.5735546651402404, 0.14810752868652344]
['CV', 274, 'UV', 8, 'join', 'strip', 'V1', 'V2', 0.9078197824961161, 1.4881846904754639]
['CV', 109, 'UV', 25, 'kill', 'as', 'V3', 'V3', 0.9238149956908934, 2.169138193130493]
['CV', 148, 'UV', 30, 'ginstall', 'ld', 'V3', 'V3', 0.7501087429317095, 3.368809700012207]
['CV', 111, 'BV', 23, 'factor', 'diff', 'V3', 'V3', 0.37870003051571555, 0.11678385734558105]
['UV', 37, 'CV', 186, 'locate', 'stty', 'V3', 'V0', 0.5835843373493976, 0.10215115547180176]
['CV', 3, 'BV', 65, 'test', 'ssh', 'V2', 'V1', 0.9609351483327202, 4.493177890777588]
['BV', 59, 'CV', 299, 'make', 'split', 'V1', 'V1', 0.7864235055724418, 0.20163655281066895]
['UV', 61, 'CV', 108, 'addr2line', 'chgrp', 'V1', 'V3', 0.7979509573396036, 1.0918869972229004]
['BV', 44, 'CV', 255, 'make', 'sleep', 'V0', 'V0', 0.8250281848928974, 0.1595933437347412]
['CV', 258, 'BV', 42, 'rmdir', 'libvlc.so', 'V0', 'V1', 0.8403967538322813, 0.26508665084838867]
['CV', 124, 'BV', 63, 'seq', 'ruby', 'V3', 'V0', 0.9698201969461389, 12.191012382507324]
['BV', 21, 'CV', 39, 'cp', 'whoami', 'V1', 'V2', 0.404096834264432, 0.036481380462646484]
['CV', 242, 'BV', 68, 'cat', 'dot', 'V0', 'V0', 0.3291139240506329, 0.010500669479370117]
['BV', 27, 'CV', 24, 'libSDL2-2.0.so', 'factor', 'V1', 'V2', 0.9399236598993196, 4.032632827758789]
['UV', 69, 'CV', 1, 'sdiff', 'stat', 'V0', 'V2', 0.2656826568265682, 0.03803229331970215]
['CV', 218, 'BV', 0, 'true', 'bash', 'V0', 'V2', 0.9710550045085663, 2.7898433208465576]
['BV', 65, 'CV', 75, 'ssh', 'tr', 'V1', 'V2', 0.9548546279007736, 4.047986268997192]
['UV', 2, 'CV', 233, 'find', 'head', 'V2', 'V0', 0.7333668089379864, 0.16407227516174316]
['UV', 85, 'BV', 43, 'elfedit', 'lua', 'V0', 'V0', 0.7811795037060909, 0.3834536075592041]
['BV', 17, 'UV', 76, 'codeblocks', 'as', 'V2', 'V0', 0.41402450518378886, 22.054629802703857]
['CV', 156, 'UV', 53, 'csplit', 'readelf', 'V3', 'V1', 0.4981310740094692, 0.12980961799621582]
['CV', 43, 'UV', 67, 'chmod', 'cmp', 'V2', 'V0', 0.11680572109654352, 0.038739681243896484]
['BV', 57, 'CV', 110, 'svn', 'wc', 'V2', 'V3', 0.6989136057941024, 0.4544672966003418]
['UV', 50, 'CV', 161, 'find', 'pathchk', 'V1', 'V3', 0.6795952782462057, 0.16858172416687012]
['CV', 98, 'UV', 77, 'printenv', 'ranlib', 'V3', 'V0', 0.9016681299385426, 1.145500898361206]
['CV', 292, 'UV', 77, 'sha1sum', 'ranlib', 'V1', 'V0', 0.9141039236479321, 1.1244032382965088]
['BV', 58, 'CV', 204, 'ruby', 'pinky', 'V3', 'V0', 0.7160493827160493, 0.00985264778137207]
['UV', 47, 'CV', 263, 'sdiff', 'unlink', 'V1', 'V1', 0.47699050401753107, 0.028612136840820312]
['UV', 70, 'CV', 79, 'locate', 'fold', 'V0', 'V2', 0.4992901088499764, 0.05774259567260742]
['UV', 85, 'CV', 321, 'elfedit', 'hostid', 'V0', 'V1', 0.31280076997112616, 0.019810199737548828]
['CV', 254, 'BV', 12, 'uniq', 'sort', 'V0', 'V2', 0.4955628211116301, 0.06013846397399902]
['CV', 322, 'UV', 80, 'ginstall', 'objcopy', 'V1', 'V0', 0.8257638315441783, 1.8445172309875488]
['CV', 313, 'BV', 82, 'logname', 'gvmap', 'V1', 'V1', 0.7785910338517841, 0.1245415210723877]
['UV', 76, 'CV', 1, 'as', 'stat', 'V0', 'V2', 0.9265656138655716, 1.7126102447509766]
['CV', 34, 'BV', 10, 'echo', 'gvmap', 'V2', 'V2', 0.7334520629266845, 0.12987184524536133]
['CV', 260, 'UV', 39, 'ln', 'find', 'V0', 'V3', 0.7924631348989624, 0.367779016494751]
['CV', 313, 'BV', 70, 'logname', 'ssh', 'V1', 'V0', 0.9746993813859735, 4.040619850158691]
['BV', 38, 'CV', 304, 'ruby', 'chmod', 'V2', 'V1', 0.8038379530916845, 0.014941215515136719]
['UV', 62, 'BV', 34, 'ar', 'svn', 'V1', 'V0', 0.42645582329317266, 2.2881557941436768]
['UV', 80, 'CV', 278, 'objcopy', 'mkfifo', 'V0', 'V1', 0.9433091628213579, 1.2255704402923584]
['UV', 35, 'CV', 222, 'size', 'df', 'V3', 'V0', 0.8720057204147301, 1.0440163612365723]
['BV', 54, 'UV', 9, 'lua', 'readelf', 'V3', 'V2', 0.350937619594336, 0.6809368133544922]
['UV', 51, 'CV', 266, 'nm', 'mkdir', 'V1', 'V1', 0.8992241304158313, 1.057471513748169]
['BV', 11, 'CV', 157, 'bash', 'vdir', 'V1', 'V3', 0.8139210124372681, 3.0948219299316406]
['CV', 151, 'UV', 44, 'md5sum', 'diff3', 'V3', 'V1', 0.14662084765177552, 0.04068589210510254]
['CV', 280, 'BV', 70, 'pr', 'ssh', 'V1', 'V0', 0.9466904207208442, 4.517030477523804]
['UV', 82, 'CV', 258, 'gprof', 'rmdir', 'V0', 'V0', 0.9379980733864611, 0.9578349590301514]
['UV', 5, 'BV', 76, 'diff', 'diff', 'V2', 'V2', 0.0, 0.19640398025512695]
['UV', 62, 'CV', 5, 'ar', 'mkdir', 'V1', 'V2', 0.8718878812860676, 1.1304683685302734]
['BV', 6, 'CV', 302, 'libvlc.so', 'nice', 'V0', 'V1', 0.8030190546894334, 0.23471713066101074]
['BV', 55, 'CV', 346, 'codeblocks', 'mknod', 'V3', 'V1', 0.9779202092871158, 12.253522634506226]
['UV', 49, 'CV', 55, 'xargs', 'nohup', 'V1', 'V2', 0.1718518518518518, 0.027276039123535156]
['CV', 208, 'UV', 55, 'echo', 'ranlib', 'V0', 'V1', 0.9406837606837607, 1.204930305480957]
['CV', 109, 'UV', 77, 'kill', 'ranlib', 'V3', 'V0', 0.8846254241712347, 1.2184534072875977]
['CV', 118, 'UV', 36, 'sha1sum', 'objdump', 'V3', 'V3', 0.9137911136757069, 2.376472234725952]
